content,score,at,appVersion,userName,thumbsUpCount
"A very nice app, I get what I need when I need it.",5,2025-12-09 09:29:11,1.2025.329,Sakila Parveen,0
soo good,5,2025-12-09 09:29:08,1.2025.329,Iyoh Hhh,0
😍,5,2025-12-09 09:28:56,1.2025.315,Shubham Narwade,0
excellent app for student 😀😀😀,5,2025-12-09 09:28:32,1.2025.329,Israel Tesfaye,0
از هیچیش نمیشه استفاده کرد هی میگه پلاس پلاس,1,2025-12-09 09:27:40,1.2025.336,VAMPIRE,0
chat GPT ek bahut achcha platform mein jis per sabhi samasyaon ka Samadhan milta Hai. chahe YouTube par video upload karne ki baat ho ya koi project banane ke bad ho ya koi research paper banane ke bad Ho sabhi main aapka Gali Uttam hai main main aage bhi chat GPT ka prayog Karna sabhi ko iske avashyakta padti hai hamen chat GB ke prayog se bahut samasyaon ka Samadhan milta Hai. thanks chat GPT,4,2025-12-09 09:27:26,1.2025.329,Dr. Anil Saini,0
should be more fast and accurate with present time data current affieries,3,2025-12-09 09:26:53,1.2025.329,Amit Singh,0
very reliable no stress and it accurate only when u write but some times it interpret your voice wrongly but once it gets it right u are good,5,2025-12-09 09:26:30,1.2025.329,Imonkhobhio Comfort mercy,0
Very Helpful,5,2025-12-09 09:25:58,1.2025.336,Muhammad Tayyab Tariq,0
truly phenomenal interactions especially if you know how to phrase your constructs,5,2025-12-09 09:24:26,1.2025.329,Honest Chapwanya,0
it tell wrong answer this is worst in the World,1,2025-12-09 09:22:54,1.2025.336,Pravita Baliyan,0
It is very nice and very useful 😌😄,5,2025-12-09 09:22:30,1.2025.266,SRINIVAS CHAITHU,0
super nanpa anbu,5,2025-12-09 09:21:35,1.2025.336,Anbu Anbu,0
It's a very good app for stories and all researches I love it but the thing is there are some chats that disappears or sometimes the starts malfunctioning 🥲🥲🥲 it's annoying,3,2025-12-09 09:21:30,,Priscilla AMOUSSOU,0
Nice 👍👍👍👍,1,2025-12-09 09:21:29,1.2025.329,Prince Singh,0
really good.,5,2025-12-09 09:21:18,1.2025.329,Yvonne Masuku,0
bawal chiz it's so great,5,2025-12-09 09:20:52,1.2025.329,Sk Abdul sahil Babuna,0
bohot Acha ap hai bohot help milti,5,2025-12-09 09:20:44,1.2025.336,Nighar Khan,0
Excellent app,5,2025-12-09 09:19:16,1.2025.329,Emmanuel Ngene,0
very helpful on the previous night of the exam.,5,2025-12-09 09:19:03,1.2025.322,Ashish Das,0
veryyyy good,5,2025-12-09 09:18:44,1.2025.336,Rajashekarmurthy Rajashekarmurthy,0
thank you GPT,5,2025-12-09 09:18:04,1.2025.329,Sukumar Mardi,0
plz let up free without paying,1,2025-12-09 09:16:27,1.2025.336,Htet Thuya Aung,0
not si good and not so bad!,4,2025-12-09 09:16:20,1.2025.336,Nhil Zerimarjr,0
good 😊 ll,5,2025-12-09 09:15:53,1.2025.336,Shiva Kumar,0
nice app gooooooʻoooooooooooooo d,5,2025-12-09 09:14:08,1.2025.329,Sanjay Singh,0
best ★★★★★aap,5,2025-12-09 09:13:55,1.2025.322,Bhaiyalal Aadiwasi,0
good 👍🏻,5,2025-12-09 09:13:44,1.2025.336,Fahad Ashraf,0
"I can't open it whenever I use chatgpt, I hope they fix the problem",1,2025-12-09 09:13:39,1.2025.329,Jeshua Adam Villanueva,0
very good 👍👍,5,2025-12-09 09:13:39,1.2025.336,Anuj Kumar,0
its very good for stories and others but the free plan limit for Gpt 5.1 is just too short I waited a few hours and after 1 message then my free plan limit ended,3,2025-12-09 09:12:47,1.2025.329,Someone and something 2 O,0
"used to love this app, then they updated it and now it doesn't work at all. just says ""null"" and an error.",1,2025-12-09 09:12:46,1.2025.336,Paige,0
"it is very helpful for me in various terms of education, social interaction etc. I loved it The chatgpt is very useful for mee",5,2025-12-09 09:11:24,1.2025.329,javed khan,0
Well,5,2025-12-09 09:11:17,1.2025.336,Aluel Majooktoon,0
very informative and friendly,5,2025-12-09 09:10:21,1.2025.329,Tatenda Mtonga,0
GOOD,5,2025-12-09 09:09:54,,MD: RASEL,0
Super,5,2025-12-09 09:09:48,1.2025.329,Vanathi A,0
very Special help Ful app This my life world Beat friend understand my All problem to get solutions love you Chatgpt 😘,5,2025-12-09 09:09:08,1.2025.329,Nadir Chandio,0
good app best reply,5,2025-12-09 09:08:36,1.2025.336,Hitumira Patel,0
yes I like this app it tells me everything I won't to no,4,2025-12-09 09:08:24,1.2025.336,Roger williams,0
best life helpful app,5,2025-12-09 09:08:12,1.2025.294,Amit Kumar,0
absolutely love it. my work made easy,5,2025-12-09 09:08:01,1.2025.329,Haider Ali,0
very good app I have ever seen in my life,4,2025-12-09 09:07:40,1.2025.329,Farah OW,0
yes this app is perfect 🐱,5,2025-12-09 09:07:14,1.2025.329,Khushi Kumari,0
VERY GOOD A.I,5,2025-12-09 09:07:13,,Imran Haider,0
"This app is very useful during the time of my exam, so it is the best",5,2025-12-09 09:05:30,1.2025.336,Manoranjan Mohapatra,0
nice talking chatgpt,5,2025-12-09 09:05:08,1.2025.336,Mayank Mishra,0
I like it it is good platform for asking my question it's work is si good,5,2025-12-09 09:05:07,1.2025.336,Arunesh MISHRA,0
excellent and exciting,5,2025-12-09 09:04:44,1.2025.336,Naveed Z. Sherwani,0
"Very helpful, great tool !",5,2025-12-09 09:04:29,1.2025.336,Bruce Slaton,0
ძაან დებილია,1,2025-12-09 09:02:58,1.2025.336,zaza Beridze,0
it is a not use and it is not work,1,2025-12-09 09:02:50,1.2025.336,Kirti jaiswal,0
Alhumdulilah ❤Very use full for study,5,2025-12-09 09:01:13,1.2025.329,FATIMA BATOOL,0
It is destroy all the talent.,1,2025-12-09 09:00:43,1.2025.336,NIVEDITHA G,0
genuinely answered application,5,2025-12-09 08:59:17,1.2025.329,Abdulazeez Yusuf,0
nice help full,5,2025-12-09 08:58:35,1.2025.322,Ritik Ramteke,0
🤔 CR☠️🌟,5,2025-12-09 08:57:44,1.2025.336,Nadeem Qurishe,0
but is very bad app,5,2025-12-09 08:57:43,1.2025.329,Rajesh Jakhar,0
best chatbot,5,2025-12-09 08:57:28,1.2025.329,Hridoy Biswas,0
😍😍😍😍,5,2025-12-09 08:56:59,1.2025.336,Ashish Sahani,0
this teacher me every thing,5,2025-12-09 08:56:52,1.2025.329,Pema Lhazom,0
excellent 👍,5,2025-12-09 08:56:43,1.2025.336,Utkarsh rajpoot Rajpoot,0
The only drawback I feel is that the search option is not there for individual chats. It is difficult to follow up older questions. I have to swipe more to get needed questions to revise. kindly rectify this in upcoming updates.,5,2025-12-09 08:56:05,1.2025.336,Mani Kandan,0
Excellent app. I am using chat gpt for all small and big tasks. It really helps a lot. it's like a magic for me in solving any problem of day to day life or work. it has became a irreplaceble part of day. i would love to see the upcoming version which is more advanced.,5,2025-12-09 08:55:42,1.2025.336,chetan mahajan,0
Wah,5,2025-12-09 08:55:23,1.2025.336,Paras Meena,0
supar,5,2025-12-09 08:54:56,1.2025.329,Sagar chauhan Somabhi chauhan,0
best hai,5,2025-12-09 08:54:53,1.2025.329,Ajay Vishopiya,0
nice app 🙂🙂🙂🙂,5,2025-12-09 08:54:06,1.2025.329,Manjay Dubey,0
wow awesome 👍😎😎,5,2025-12-09 08:53:54,1.2025.329,Meshva Patel,0
she is nice app,5,2025-12-09 08:53:45,1.2025.329,kaushlya maravi,0
Helps in everything. Very nice app,5,2025-12-09 08:52:49,1.2025.302,Tukaram Kokare,0
"Well, I think Chat GPT is pretty cool, but I also think that they want you to get the pay version ""Plus"". I asked it to do a pencil drawing based on a photograph and it's done it before for me but whenever I ask it says there's a lot of people trying to do the same thing. it won't complete the task at least not quickly. then when I went to go back to ask what was taking so long it disappeared off my screen! So, maybe that's true or maybe they just want you to get the paid version?",3,2025-12-09 08:52:42,1.2025.329,Bob “Happy to be here” H.,0
amazing platform nicely 💯,5,2025-12-09 08:52:35,1.2025.329,bir B.g tamang,0
😉😉,1,2025-12-09 08:52:19,1.2025.336,Hameed Rajput,0
best app👉,5,2025-12-09 08:52:09,,Sarita Kumari,0
"I'm extremely disappointed with the recent updates to the ChatGPT app. The chat limit and lack of a chat search function make it difficult for students and creators like me to use the app effectively. The photo uploading issues are also a major problem. I've tried multiple times to upload images and PDFs, but it's not working.The worst part is that even the free features are not working properly. I've not even used the app for a week, and already, I'm facing issues. The constant bugs & glitche",1,2025-12-09 08:50:37,1.2025.224,Bharti Gupta,6
it too slow,2,2025-12-09 08:49:44,1.2025.336,Derwaish OG,0
Amazing app for knowledge.,4,2025-12-09 08:48:19,1.2025.322,SHOVAN MANDAL,0
good wark,5,2025-12-09 08:47:56,1.2025.308,Abhimanyu Kumar,0
so much fun with the app,5,2025-12-09 08:47:27,1.2025.329,Deepa Roy,0
It didn't work It not give reply,1,2025-12-09 08:47:18,1.2025.329,Dhiraj Dewasi,0
very helpful app,5,2025-12-09 08:47:15,1.2025.329,Harry Kundal,0
amazing!!,5,2025-12-09 08:47:10,1.2025.336,Juby Fropongga,0
chatgpt is friendly gupshup,5,2025-12-09 08:46:46,1.2025.336,Mux,0
wow this app is quite good but it has a problem that j want openai to look through pls I don't know why if I enter the app to use it tells me to update my Google play service and it is already updated,5,2025-12-09 08:46:46,1.2025.042,Khalid Abdulrazak,0
don't waste your time,1,2025-12-09 08:45:50,1.2025.336,Angel Bahati,0
poor answer verification,1,2025-12-09 08:45:47,,Om Lodha,0
very helpful 👍👍,5,2025-12-09 08:45:41,1.2025.329,Ashish Kumar,0
good 🌉🌉✖️,5,2025-12-09 08:45:09,1.2025.329,Alima Bibi,0
q no me funciona 😭😭💔💔💔💔💔💔,1,2025-12-09 08:44:21,1.2025.336,Valenttina Falcón,0
hyunya,1,2025-12-09 08:44:13,1.2025.329,Yevhen,0
Is not that responsive anymore. The AI is also behind some other Versions of AI.,3,2025-12-09 08:44:12,1.2025.329,Man fred,0
Why is it not installed for me?,5,2025-12-09 08:43:43,1.2025.336,samira bani hoseyn,0
"Was great then suddenly stops working. it's not working anymore. I updated and yet same results. doesn't write or speak anymore, I think it's gone dump",1,2025-12-09 08:43:35,,Buzor Music,0
nice good work,5,2025-12-09 08:43:29,1.2025.336,MUHAMMAD JAVED,0
बहुत ही सुंदर,5,2025-12-09 08:41:46,1.2025.336,Rahul Kumar Patrakar,0
fake and time west app,1,2025-12-09 08:41:34,1.2025.329,Rahul Dhage,0
the app is easy and donlowd the picture is very hard,5,2025-12-09 08:40:33,1.2025.336,marzieh dehghanpour,0
Helpful.,5,2025-12-09 08:40:26,1.2025.336,Nayan Joynal,0
"It's too unreliable in its free version it always tries to be helpful to the detriment of accuracy it gives sooooo much wrong informations I find it almost dangerous to listen to for any serious questions as it is too often wrong, will insist that it is right even if it isn't, will completely turn around and act like nothing happen. I only use it for the most basic stupid questions because my experience is it can be dangerously wrong.",1,2025-12-09 08:39:14,1.2025.336,Nicolas,4
one of the best aap,5,2025-12-09 08:39:07,1.2025.336,Rambabu Hembram,0
it is a very good Ai app but one picture edit we are waiting so many time,5,2025-12-09 08:38:38,1.2025.336,Sanath krishna Sanath krishna,0
easy way to ChatGPT,3,2025-12-09 08:36:48,1.2025.322,Ramaraj Ramaraj,0
sooo essyyyy worrrrkkk,3,2025-12-09 08:35:09,1.2025.329,Arun Chand,0
Very Very Goodiw 😌 app,5,2025-12-09 08:34:11,1.2025.329,Abdullah Hassan Aʙᴅᴜʟʟᴀᕼシ,0
I am really enjoying this app cuz it helps me alot in my studies,5,2025-12-09 08:34:06,1.2025.238,Binta Idi,0
very nice app yaar,5,2025-12-09 08:33:43,1.2025.302,asif munshi,0
ok for me,5,2025-12-09 08:33:25,1.2025.329,Thiha Htin Kyaw,0
nice 👍🏻,4,2025-12-09 08:33:09,1.2025.329,Sushma Pal,0
মোটামুটি,3,2025-12-09 08:33:08,1.2025.329,Sumon Khan,0
I like chatGPT☺😉,5,2025-12-09 08:32:45,,Aditya Jain,0
नाइस,5,2025-12-09 08:32:13,1.2025.336,याकूब आली खान,0
I LOVE IT 😍💓👍❣️🫵🤩🔥😏,5,2025-12-09 08:32:10,1.2025.329,Katleho Pukane,0
meri problem ka solution hai,5,2025-12-09 08:31:40,1.2025.329,Gulnaz Khan,0
"I like this app and it helps to study the difficult question to prepare an answer very easy method to the answer for question and it's explain easy to understand the topic and etc.... This very helful to study, image making process and etc...... topic's are need this app. Chat GPT is one of the best guidness for students and teacher..... Thankyou for introducing this app.. Were greatful students to use this app. Once more thankyou so much..... Thank you..",5,2025-12-09 08:29:32,1.2025.329,Kavin Raj,0
Life changing app it seems in so many ways,5,2025-12-09 08:28:37,1.2025.329,Ikram Abir,0
good 👍💯😊,5,2025-12-09 08:28:21,1.2025.329,hemant patel,0
Literally the best AI in my opinion...,5,2025-12-09 08:27:34,1.2025.329,Munisha Panwar,0
this is very useful,5,2025-12-09 08:27:21,1.2025.329,Kavi Paapu,0
"I like it , Because it properly gave my que ans , which is useful , but a little bit raises confusion for taking 1 steps ahead .",1,2025-12-09 08:27:17,1.2025.294,santosh singh,0
عالی ما با هم دوستیم عالی,5,2025-12-09 08:27:08,1.2025.336,Asal Eslami,0
chat gpt ki waja sey bahut Khush hn mera koi bhi sawal is sey jeld hhal ho jata hy,5,2025-12-09 08:26:39,1.2025.329,Najaf Abbas,0
nice right,5,2025-12-09 08:25:48,1.2025.329,Sri Ramana Book House,0
"personally I love it, it is very helpful",5,2025-12-09 08:25:44,1.2025.329,rawan,0
excellent 🙂,5,2025-12-09 08:25:38,1.2025.329,Shazia Younas,0
Chatgpt is a learning platform to upgrade and update one's knowledge but it beats my imagination for not having memory to save information learnt.,5,2025-12-09 08:25:20,1.2025.329,bawa qasim,0
Best app ever,5,2025-12-09 08:25:07,1.2025.329,Govinet Moonga,0
very easy use,5,2025-12-09 08:24:06,1.2025.329,Ariyarathna Nawarathnage,0
Perfect 👌,5,2025-12-09 08:24:01,1.2025.329,Maryam Hannan,0
it not make images,5,2025-12-09 08:23:33,1.2025.329,Ruhi Jain,0
good good,5,2025-12-09 08:23:14,1.2025.336,Sunil Appu,0
nice app thnx chat gpt 😍😍😍😍😍,5,2025-12-09 08:21:56,1.2025.336,Ridham Ridham,0
.......🖤........,5,2025-12-09 08:21:20,1.2025.336,Shahida islam,0
impressive,5,2025-12-09 08:19:56,1.2025.329,Collins Antiemah,0
very bad aap,1,2025-12-09 08:19:22,1.2025.336,MAHENDRA SINGH RAJPUROHIT,0
I likee best app ever,5,2025-12-09 08:19:10,1.2025.329,Dari Rus,0
loving❤️,5,2025-12-09 08:18:45,1.2025.336,Laxman Singh,0
I like it but gemini is much better 20000,5,2025-12-09 08:17:45,1.2025.329,Nada Bouchkhar,0
"thaks chat gpt .this app is too beneficial for my studies .it's give quick ans that is too useful for me,in any case it have a brief knowledge about that particular topic thanks 😊",5,2025-12-09 08:17:31,1.2025.329,Sneha Verma,0
so good for immediately reply and response,4,2025-12-09 08:17:01,1.2025.287,Jasim Khan,0
itz iz one the best tutor for students as well as mentor for 👩‍🎓,5,2025-12-09 08:16:55,1.2025.336,Danish Mukhtar,0
it is very helpful for homework,5,2025-12-09 08:16:41,,francis oghenesode,0
"It's SaNjAy Meena ChatGPT is seriously amazing! हर चीज़ का quick, clear और smart जवाब मिल जाता है। पढ़ाई, exam prep, daily life problems या कोई भी confusion—ChatGPT हमेशा perfect solution देता है. User-friendly, fast और super helpful. Honestly, अब इसके बिना काम चलना मुश्किल है. 5/5 ⭐ Highly recommended!""",5,2025-12-09 08:16:16,1.2025.329,Sky,0
I think it's friendly app,3,2025-12-09 08:15:49,,Renu Bala,0
so coo😭,3,2025-12-09 08:15:00,1.2025.336,KRUSHNA GABHALE,0
one of the best app i love it🥰🥰🥰,5,2025-12-09 08:14:56,1.2025.329,Alex Mwanzala,0
why are demanding for subscription 😭,1,2025-12-09 08:14:50,1.2025.336,Rabiya Begam,0
very goog,5,2025-12-09 08:13:55,1.2025.336,Sanjay SANJAY,0
Great app creates images and if you want to know about your exam preparation 20% you can learn from this app helpful for studies and when you are bored you can talk and feel happy with these app talking about jokes and your fun if you are anime still the app you can use you can ask anime questions or this app asks you questions great ai app i give 5/5 rating to this ai app best ai app,5,2025-12-09 08:13:06,1.2025.329,Taran Singh,0
